what_type_of_candle,time_entered,ema_distance,num_of_matches,line_degree_angle,ticker_symbol,strike_price,option_type,order_quantity,order_bid_price,total_investment,time_exited,lowest_bid,max_drawdown,highest_bid,max_gain,avg_sold_bid,total_profit,total_percentage
PDHL_5 PDL,11/15/2024-01:04 PM,0.2477670582046585,1,14.305551845828658,SPY,583.0,put,143,0.3,4290.0,11/15/2024-01:10:02 PM,0.14,53.333333333333336,0.27,-9.999999999999991,0.19,-1573.0,-36.66666666666666
PDHL_1 PDH,11/19/2024-12:44 PM,0.4436139824406382,0,-0.2864765072089021,SPY,590.0,call,71,0.61,4331.0,11/19/2024-01:18:02 PM,0.58,4.9180327868852505,1.28,109.8360655737705,0.7725352112676056,1154.0,26.645116601246823
PDHL_1 PDH,11/19/2024-02:18 PM,0.2101172380703246,1,-1.025484936118872,SPY,590.0,call,161,0.27,4347.0,11/19/2024-02:32:12 PM,0.15,44.44444444444445,0.27,0.0,0.17,-1610.0,-37.03703703703704
PDHL_1 PDH,11/21/2024-10:42 AM,0.1869807952523388,0,-21.3057836175586,SPY,594.0,call,80,0.54,4320.0,11/21/2024-10:48:02 AM,0.34,37.03703703703704,0.57,5.555555555555539,0.34,-1600.0,-37.03703703703704
resistance_1 Buffer,11/25/2024-10:08 AM,0.1774449356092873,0,1.3645274328289296,SPY,597.0,put,90,0.47,4230.0,11/25/2024-10:12:06 AM,0.38,19.14893617021276,0.58,23.40425531914893,0.5516666666666666,735.0,17.375886524822697
resistance_1 Buffer,11/25/2024-10:16 AM,0.1136475787379822,1,20.80679101221581,SPY,597.0,put,94,0.45,4230.0,11/25/2024-10:20:06 AM,0.34,24.44444444444444,0.46,2.222222222222224,0.35,-940.0,-22.22222222222222
PDHL_1 PDH,11/25/2024-01:32 PM,0.2350027266563756,0,3.0052693602664213,SPY,597.0,put,78,0.53,4240.0,11/25/2024-01:42:02 PM,0.42,20.75471698113208,0.61,15.0943396226415,0.42,-880.0,-20.75471698113208
PDHL_1 PDH,11/25/2024-02:14 PM,0.2045112291418718,1,10.203973721344038,SPY,597.0,put,86,0.5,4200.0,11/25/2024-02:16:03 PM,0.34,32.0,0.48,-4.000000000000004,0.34,-1344.0,-32.0
,11/27/2024-11:16 AM,0.0877640289290866,0,18.952471548722915,SPY,597.0,put,114,0.36,4104.0,11/27/2024-11:22:03 AM,0.27,25.0,0.39,8.333333333333341,0.28,-912.0,-22.22222222222222
PDHL_1 PDL,11/27/2024-11:44 AM,0.060212991872163,0,2.176192550218629,SPY,597.0,put,128,0.32,4096.0,11/27/2024-11:48:02 AM,0.23,28.125,0.33,3.1250000000000027,0.23,-1152.0,-28.125
PDHL_1 PDH,11/29/2024-09:24 AM,0.2145492339831207,0,-5.142764557685746,SPY,602.0,call,111,0.36,3996.0,11/29/2024-09:48:02 AM,0.26,27.77777777777777,0.47,30.55555555555556,0.4205405405405405,672.0,16.816816816816818
PDHL_1 PDH,11/29/2024-09:54 AM,0.0649263920023486,1,-2.569015858166935,SPY,602.0,call,111,0.36,3996.0,11/29/2024-10:36:02 AM,0.34,5.555555555555546,0.66,83.33333333333334,0.4533333333333333,1036.0,25.925925925925924
PDHL_1 PDH,12/02/2024-10:58 AM,0.0717535947704846,0,-13.766300686787662,SPY,604.0,call,114,0.36,4104.0,12/02/2024-11:20:03 AM,0.34,5.555555555555546,0.49,36.11111111111112,0.4349999999999999,855.0,20.833333333333336
PDHL_1 PDH,12/02/2024-11:24 AM,0.0697681414764019,1,-1.177180750925323,SPY,604.0,call,91,0.45,4095.0,12/02/2024-11:30:02 AM,0.28,37.77777777777777,0.47,4.444444444444437,0.31,-1274.0,-31.11111111111111
PDHL_1 PDH,12/04/2024-08:48 AM,0.1223157319857364,0,-2.617413363262057,SPY,607.0,call,104,0.39,4056.0,12/04/2024-09:02:02 AM,0.24,38.46153846153847,0.48,23.076923076923062,0.4473076923076923,596.0,14.694280078895464
PDHL_1 PDH,12/04/2024-09:34 AM,0.2511211779570885,1,-1.4320961838313493,SPY,606.0,call,59,0.69,4071.0,12/04/2024-09:50:02 AM,0.61,11.59420289855072,0.89,28.985507246376823,0.8140677966101695,732.0,17.980840088430362
PDHL_1 PDH,12/05/2024-08:40 AM,0.0082308385099167,0,-8.497141658942594,SPY,608.0,call,72,0.57,4103.999999999999,12/05/2024-08:40:09 AM,0.57,0.0,0.57,0.0,0.57,0.0,0.0
PDHL_1 PDH,12/05/2024-09:00 AM,0.1674485176563394,1,-2.290610042613687,SPY,608.0,call,66,0.62,4092.0,12/05/2024-09:12:02 AM,0.49,20.967741935483872,0.84,35.48387096774193,0.7066666666666667,572.0,13.978494623655912
PDHL_1 PDH,12/06/2024-09:20 AM,0.1083171777667075,0,-8.23916372214247,SPY,609.0,call,65,0.64,4160.0,12/06/2024-09:32:02 AM,0.5,21.875000000000004,0.67,4.687500000000004,0.56,-520.0,-12.5
PDHL_1 PDH,12/06/2024-09:38 AM,0.1703934125866908,1,-0.4849190644307301,SPY,609.0,call,62,0.67,4154.0,12/06/2024-09:42:02 AM,0.51,23.88059701492537,0.66,-1.492537313432837,0.52,-930.0,-22.388059701492537
PDHL_1 PDL,12/09/2024-10:00 AM,0.3720175818297093,0,2.8624052254464005,SPY,604.0,put,141,0.29,4089.0,12/09/2024-10:18:02 AM,0.25,13.793103448275856,0.55,89.65517241379312,0.3537588652482269,899.0,21.98581560283688
PDHL_1 PDL,12/09/2024-11:24 AM,0.1962065034539364,1,2.2906100431046914,SPY,605.0,put,108,0.38,4104.0,12/09/2024-11:38:03 AM,0.28,26.315789473684205,0.45,18.42105263157895,0.29,-972.0,-23.684210526315788
PDHL_1 PDL,12/13/2024-10:46 AM,0.1651984362094936,0,9.09027692101743,SPY,603.0,put,105,0.39,4095.0,12/13/2024-12:38:02 PM,0.18,53.846153846153854,0.7,79.48717948717947,0.465047619047619,788.0,19.24297924297925
PDHL_1 PDL,12/13/2024-02:16 PM,0.1284315773933713,1,0.6351386244215985,SPY,604.0,put,216,0.19,4104.0,12/13/2024-02:28:03 PM,0.14,26.315789473684205,0.38,100.0,0.2379166666666666,1035.0,25.21929824561404
PDHL_1 PDH,12/16/2024-12:12 PM,0.1332626230999949,0,-1.718357999922789,SPY,607.0,call,67,0.62,4154.0,12/16/2024-12:40:03 PM,0.55,11.290322580645157,0.88,41.935483870967744,0.7385074626865672,794.0,19.114106884930187
PDHL_1 PDH,12/16/2024-12:42 PM,0.020132493836968,1,-2.177908943657909,SPY,607.0,call,57,0.73,4161.0,12/16/2024-12:52:02 PM,0.68,6.849315068493142,0.81,10.958904109589051,0.72,-57.0,-1.36986301369863
PDHL_1 PDL,12/17/2024-09:34 AM,0.2126052162099085,0,1.145762838408464,SPY,602.0,put,120,0.35,4200.0,12/17/2024-09:40:02 AM,0.24,31.428571428571427,0.35,0.0,0.25,-1200.0,-28.57142857142857
PDHL_1 PDL,12/17/2024-02:32 PM,0.1128172081323555,1,3.148096100272092,SPY,603.0,put,136,0.3,4230.0,12/17/2024-02:36:03 PM,0.18,40.0,0.3,0.0,0.19,-1551.0,-36.66666666666666
PDHL_2 PDH,12/18/2024-09:28 AM,0.3320692077937792,0,-2.2906100431046914,SPY,608.0,call,89,0.46,4094.0,12/18/2024-10:00:02 AM,0.44,4.347826086956525,0.72,56.52173913043477,0.5694382022471911,974.0,23.790913531998044
PDHL_1 PDL,12/18/2024-12:14 PM,0.1718647309320431,0,-1.230987725495898,SPY,602.0,put,128,0.32,4096.0,12/18/2024-12:20:02 PM,0.29,9.375000000000009,0.34,6.250000000000005,0.29,-384.0,-9.375
PDHL_1 PDL,12/18/2024-12:30 PM,0.223360202634808,1,-7.406912125477971,SPY,602.0,put,120,0.34,4080.0,12/18/2024-12:32:02 PM,0.28,17.64705882352941,0.34,0.0,0.28,-720.0,-17.647058823529413
PDHL_2 PDL,12/19/2024-10:48 AM,0.3507161114082464,0,-9.653613868647362,SPY,594.0,call,97,0.42,4074.0,12/19/2024-10:52:02 AM,0.3,28.57142857142857,0.44,4.761904761904766,0.31,-1067.0,-26.1904761904762
PDHL_3 PDH,12/19/2024-12:52 PM,0.4436677210164816,0,-0.5729386948823213,SPY,592.0,call,110,0.37,4070.0,12/19/2024-01:08:02 PM,0.27,27.027027027027025,0.79,113.51351351351352,0.4687272727272727,1086.0,26.683046683046683
PDHL_1 PDH,12/20/2024-01:44 PM,0.2502318098817113,0,-10.8961521413984,SPY,594.0,call,65,0.6,4080.0,12/20/2024-01:48:02 PM,0.38,36.66666666666666,0.54,-9.999999999999991,0.4,-1360.0,-33.33333333333333
PDHL_2 PDL,12/30/2024-09:10 AM,0.2436397488160082,0,25.407718108880445,SPY,580.0,put,108,0.37,3996.0,12/30/2024-09:12:02 AM,0.31,16.216216216216218,0.41,10.810810810810803,0.31,-648.0,-16.216216216216218
PDHL_2 PDL,12/30/2024-09:36 AM,0.1012804651639953,1,16.446600411574025,SPY,580.0,put,134,0.3,4020.0,12/30/2024-09:38:02 AM,0.23,23.33333333333333,0.31,3.3333333333333366,0.23,-938.0,-23.33333333333333
PDHL_2 PDH,12/30/2024-11:18 AM,0.3755731688298738,0,-4.573921259171815,SPY,592.0,call,80,0.5,4000.0,12/30/2024-11:56:03 AM,0.45,9.999999999999998,0.91,82.0,0.614625,917.0,22.925
PDHL_1 PDL,12/30/2024-12:08 PM,0.099213542125085,0,-15.506674532338572,SPY,593.0,call,100,0.39,4017.0,12/30/2024-12:24:02 PM,0.35,10.256410256410266,0.58,48.7179487179487,0.4501941747572814,620.0,15.434403783918349
PDHL_1 PDL,12/30/2024-12:42 PM,0.0569672722041332,1,-17.22343619405241,SPY,593.0,call,125,0.32,4000.0,12/30/2024-12:54:02 PM,0.27,15.624999999999996,0.41,28.12499999999999,0.3756,695.0,17.375
PDHL_2 PDH,12/30/2024-02:44 PM,0.2268825560310006,1,6.277298492101893,SPY,589.0,put,143,0.28,4004.000000000001,12/30/2024-02:46:03 PM,0.14,50.0,0.28,0.0,0.17,-1573.0,-39.285714285714285
support_3 Buffer,12/31/2024-09:58 AM,0.1339364997479606,0,9.673102350372467,SPY,585.0,put,104,0.39,3939.0,12/31/2024-10:44:02 AM,0.38,2.5641025641025665,0.96,146.15384615384613,0.4989108910891088,1100.0,27.92586951002793
support_3 PDL,12/31/2024-11:12 AM,0.2554681173446624,0,4.8260370341661565,SPY,583.0,put,116,0.34,3944.0,12/31/2024-11:20:02 AM,0.23,32.35294117647059,0.38,11.764705882352937,0.25,-1044.0,-26.47058823529412
support_3 PDL,12/31/2024-11:22 AM,0.4337795014264429,1,3.433630362871447,SPY,583.0,put,110,0.36,3960.0,12/31/2024-11:56:02 AM,0.3,16.666666666666664,0.68,88.8888888888889,0.4390909090909091,870.0,21.96969696969697
PDHL_1 PDL,01/02/2025-09:54 AM,0.0025676698783172,0,52.55671779799356,SPY,583.0,put,134,0.3,4020.0,01/02/2025-09:56:03 AM,0.19,36.66666666666666,0.29,-3.3333333333333366,0.23,-938.0,-23.33333333333333
PDHL_1 PDL,01/02/2025-10:00 AM,0.0268501944425452,1,13.083840524637395,SPY,584.0,put,95,0.42,3990.0,01/02/2025-10:20:02 AM,0.37,11.904761904761903,1.11,164.2857142857143,0.5410526315789473,1150.0,28.82205513784461
support_1 Buffer,01/02/2025-01:02 PM,0.0590955117460225,0,14.03624346792648,SPY,579.0,put,100,0.4,4000.0,01/02/2025-01:02:07 PM,0.41,-2.4999999999999885,0.41,2.4999999999999885,0.41,100.0,2.5
PDHL_1 PDL,01/03/2025-09:00 AM,0.2568488834406253,0,-15.079398296994302,SPY,592.0,call,103,0.39,4017.0,01/03/2025-09:02:03 AM,0.27,30.769230769230766,0.36,-7.692307692307699,0.27,-1236.0,-30.76923076923077
PDHL_1 PDL,01/03/2025-10:20 AM,0.1246488764869582,1,-9.528675136594371,SPY,591.0,call,91,0.44,4004.0,01/03/2025-11:00:02 AM,0.38,13.636363636363637,1.06,140.9090909090909,0.5654945054945055,1142.0,28.52147852147852
PDHL_2 PDL,01/06/2025-09:02 AM,0.4136646871306766,0,-15.96052949262712,SPY,600.0,call,98,0.41,4018.0,01/06/2025-09:02 AM,0.3,26.82926829268292,0.59,43.90243902439025,0.4849,735.0,18.3
PDHL_3 PDL,01/06/2025-01:46 PM,0.203260490564503,0,3.4336303623175985,SPY,594.0,put,139,0.29,4031.0,01/06/2025-01:48:02 PM,0.21,27.58620689655172,0.29,0.0,0.22,-973.0,-24.13793103448276
PDHL_3 PDL,01/06/2025-01:56 PM,0.1649481510461328,1,0.5729386982170411,SPY,594.0,put,161,0.25,4025.0,01/06/2025-02:24:03 PM,0.18,28.000000000000004,0.59,136.0,0.3101863354037267,969.0,24.07453416149068
PDHL_2 PDL,01/07/2025-11:36 AM,0.0583632112213763,0,20.304473708259028,SPY,588.0,put,110,0.37,4070.0,01/07/2025-11:58:02 AM,0.31,16.216216216216218,0.67,81.0810810810811,0.4592727272727272,982.0,24.127764127764127
PDHL_1 PDL,01/08/2025-08:46 AM,0.2864757593557669,0,7.823453171003068,SPY,581.0,put,117,0.35,4095.0,01/08/2025-08:50:02 AM,0.28,19.999999999999982,0.45,28.57142857142858,0.4072649572649572,670.0,16.36141636141636
PDHL_3 PDH,01/08/2025-09:28 AM,0.3255132013987349,0,22.29362916022228,SPY,581.0,put,111,0.37,4107.0,01/08/2025-09:36:01 AM,0.23,37.83783783783783,0.41,10.810810810810803,0.26,-1221.0,-29.72972972972973
PDHL_1 PDL,01/08/2025-11:00 AM,0.201085177698701,1,-2.202074250039684,SPY,592.0,call,102,0.4,4080.0,01/08/2025-11:04:02 AM,0.24,40.00000000000001,0.39,-2.500000000000002,0.24,-1632.0,-40.0
PDHL_3 PDH,01/08/2025-12:46 PM,0.1591873901963936,1,-12.952764515529417,SPY,591.0,call,124,0.33,4092.0,01/08/2025-12:48:02 PM,0.24,27.27272727272728,0.32,-3.030303030303033,0.25,-992.0,-24.24242424242424
PDHL_3 PDL,01/10/2025-11:24 AM,0.1516197202513467,0,6.495561834945237,SPY,576.0,put,104,0.38,3952.0,01/10/2025-11:26:01 AM,0.27,28.947368421052627,0.37,-2.6315789473684235,0.27,-1144.0,-28.94736842105264
PDHL_3 PDH,01/10/2025-12:46 PM,0.4076497707970929,0,-6.842773412367924,SPY,585.0,call,88,0.44,3960.0,01/10/2025-12:48:01 PM,0.31,29.545454545454547,0.42,-4.545454545454549,0.31,-1170.0,-29.545454545454547
PDHL_1 PDL,01/10/2025-01:46 PM,0.3346230622815938,0,14.57421619541468,SPY,580.0,put,123,0.32,3936.0,01/10/2025-01:56:03 PM,0.21,34.37500000000001,0.45,40.625,0.3691056910569106,604.0,15.345528455284551
PDHL_1 PDL,01/13/2025-11:46 AM,0.2165146934820541,0,-3.783854959014457,SPY,580.0,call,74,0.52,3848.0,01/13/2025-12:20:01 PM,0.44,15.384615384615389,0.94,80.76923076923075,0.6486486486486488,952.0,24.74012474012474
PDHL_1 PDL,01/13/2025-12:26 PM,0.1993586198199182,1,-4.659579179740099,SPY,581.0,call,99,0.39,3861.0,01/13/2025-12:44:01 PM,0.32,17.94871794871795,0.59,51.28205128205126,0.4732323232323231,824.0,21.34162134162134
PDHL_3 PDL,01/13/2025-12:46 PM,0.0605756050290438,0,-16.172159017751405,SPY,581.0,call,94,0.42,3864.0,01/13/2025-12:56:01 PM,0.34,19.04761904761904,0.59,40.47619047619048,0.4871739130434783,618.0,15.993788819875776
PDHL_3 PDL,01/13/2025-01:12 PM,0.0495121252831722,1,-12.018825646086016,SPY,581.0,call,101,0.38,3838.0,01/13/2025-01:14:02 PM,0.3,21.052631578947373,0.39,2.6315789473684235,0.3,-808.0,-21.052631578947366
PDHL_3 PDL,01/14/2025-09:26 AM,0.0347723905254042,0,-17.22343619126331,SPY,587.0,call,87,0.44,3916.0,01/14/2025-09:28:01 AM,0.34,22.72727272727272,0.46,4.545454545454549,0.36,-712.0,-18.181818181818183
PDHL_1 PDH,01/14/2025-01:08 PM,0.3254044432715091,0,-8.922602065192915,SPY,584.0,call,65,0.6,3900.0,01/14/2025-01:14:02 PM,0.38,36.66666666666666,0.65,8.333333333333341,0.45,-975.0,-25.0
PDHL_1 PDH,01/14/2025-01:18 PM,0.2122350181994079,1,-1.8797380562083088,SPY,584.0,call,71,0.55,3905.000000000001,01/14/2025-01:28:01 PM,0.43,21.818181818181827,0.67,21.818181818181813,0.6290140845070423,561.0,14.366197183098592
PDHL_2 PDH,01/15/2025-01:48 PM,0.1728571463291928,0,-9.926245507083165,SPY,594.0,call,125,0.31,3875.0,01/15/2025-02:30:02 PM,0.21,32.25806451612904,0.4,29.03225806451613,0.3608,635.0,16.387096774193548
PDHL_2 PDH,01/15/2025-02:34 PM,0.0929024774933395,1,-5.7973745215547074,SPY,594.0,call,129,0.3,3870.0,01/15/2025-02:36:02 PM,0.24,20.0,0.33,10.000000000000009,0.24,-774.0,-20.0
resistance_1 Buffer,01/17/2025-08:36 AM,0.2095692637174124,0,-16.69924423399123,SPY,600.0,call,129,0.3,3870.0,01/17/2025-08:38:03 AM,0.23,23.33333333333333,0.29,-3.3333333333333366,0.23,-903.0,-23.33333333333333
resistance_1 Buffer,01/17/2025-08:46 AM,0.0887026113269939,1,-4.330865097999321,SPY,599.0,call,81,0.48,3888.0,01/17/2025-09:00:01 AM,0.32,33.33333333333333,0.57,18.75,0.39,-729.0,-18.75
resistance_1 PDH,01/17/2025-10:08 AM,0.2917001712695537,0,-5.14560631549107,SPY,599.0,call,63,0.61,3843.0,01/17/2025-10:34:02 AM,0.53,13.114754098360647,1.02,67.21311475409837,0.7482539682539683,871.0,22.66458495966693
resistance_1 PDH,01/17/2025-10:36 AM,0.0749051150468176,1,-8.530765609621966,SPY,600.0,call,97,0.4,3880.0,01/17/2025-10:44:02 AM,0.35,12.50000000000001,0.44,9.999999999999996,0.35,-485.0,-12.5
PDHL_1 PDH,01/21/2025-09:00 AM,0.0374613638222172,0,-22.04794746356277,SPY,603.0,call,89,0.43,3827.0,01/21/2025-09:02:01 AM,0.32,25.581395348837205,0.4,-6.9767441860465045,0.34,-801.0,-20.930232558139537
PDHL_1 PDH,01/21/2025-09:40 AM,0.1920687810265917,1,-11.859779121033156,SPY,602.0,call,85,0.45,3825.0,01/21/2025-09:46:01 AM,0.39,13.333333333333334,0.51,13.333333333333334,0.3899999999999999,-510.0,-13.333333333333334
resistance_1 PDH,01/21/2025-12:24 PM,0.2130993212239218,0,-6.27729848551153,SPY,603.0,call,67,0.57,3819.0,01/21/2025-12:28:01 PM,0.46,19.29824561403508,0.57,0.0,0.49,-536.0,-14.035087719298245
resistance_1 PDH,01/21/2025-12:34 PM,0.0493250027866452,1,-1.4617482936706168,SPY,603.0,call,76,0.51,3825.0,01/21/2025-12:42:01 PM,0.36,29.41176470588236,0.55,7.843137254901968,0.36,-1125.0,-29.411764705882355
,01/21/2025-12:52 PM,0.0232950427474634,0,-3.1583781346387347,SPY,603.0,call,93,0.41,3813.0,01/21/2025-01:04:02 PM,0.36,12.19512195121951,0.46,12.195121951219525,0.38,-279.0,-7.317073170731707
PDHL_1 PDH,01/23/2025-12:24 PM,0.2924052268882633,0,-0.5729386982170411,SPY,608.0,call,58,0.63,3654.0,01/23/2025-12:42:01 PM,0.44,30.15873015873016,0.65,3.174603174603177,0.44,-1102.0,-30.15873015873016
PDHL_1 PDH,01/23/2025-02:22 PM,0.1998346772703598,1,-4.004172941107643,SPY,608.0,call,91,0.4,3640.0,01/23/2025-02:32:02 PM,0.22,45.0,0.45,12.499999999999996,0.25,-1365.0,-37.5
PDHL_1 PDH,01/24/2025-08:38 AM,0.4307267162771495,0,-0.5729386976959912,SPY,612.0,call,118,0.3,3540.0,01/24/2025-08:58:02 AM,0.27,9.999999999999991,0.47,56.66666666666666,0.3633898305084746,748.0,21.12994350282485
PDHL_1 PDH,01/24/2025-09:00 AM,0.2064936903825582,1,-3.776044984882505,SPY,612.0,call,95,0.38,3534.0,01/24/2025-09:02:01 AM,0.26,31.57894736842105,0.38,0.0,0.26,-1116.0,-31.57894736842105
